date,symbol,open,high,low,close,adj_close,volume
2025-11-05,NDXCOMP,23358.075000,23636.527000,23286.870000,23499.797000,23499.797000,0
2025-11-06,NDXCOMP,23461.289000,23469.552000,23011.060000,23053.993000,23053.993000,0
2025-11-07,NDXCOMP,22892.917000,23009.915000,22563.417000,23004.538000,23004.538000,0
2025-11-10,NDXCOMP,23354.853000,23569.615000,23290.054000,23527.174000,23527.174000,0
2025-11-11,NDXCOMP,23407.723000,23508.443000,23315.276000,23468.301000,23468.301000,0
2025-11-12,NDXCOMP,23563.839000,23564.088000,23278.296000,23406.457000,23406.457000,0
2025-11-13,NDXCOMP,23262.645000,23264.265000,22796.071000,22870.355000,22870.355000,0
2025-11-14,NDXCOMP,22544.725000,23073.181000,22436.794000,22900.589000,22900.589000,0
2025-11-17,NDXCOMP,22788.316000,23044.552000,22559.508000,22708.075000,22708.075000,0
2025-11-18,NDXCOMP,22565.905000,22643.012000,22231.146000,22432.846000,22432.846000,0
2025-11-19,NDXCOMP,22459.265000,22821.243000,22385.222000,22564.229000,22564.229000,0
2025-11-20,NDXCOMP,23057.001000,23147.331000,22043.203000,22078.048000,22078.048000,0
2025-11-21,NDXCOMP,22162.834000,22531.838000,21898.290000,22273.083000,22273.083000,0
2025-11-24,NDXCOMP,22482.156000,22916.401000,22478.272000,22872.005000,22872.005000,0
2025-11-25,NDXCOMP,22802.847000,23070.089000,22587.110000,23025.591000,23025.591000,0
2025-11-26,NDXCOMP,23163.194000,23280.577000,23074.392000,23214.690000,23214.690000,0
2025-11-28,NDXCOMP,23291.588000,23365.794000,23250.511000,23365.686000,23365.686000,0
2025-12-01,NDXCOMP,23172.342000,23363.849000,23110.206000,23275.922000,23275.922000,0
2025-12-02,NDXCOMP,23379.749000,23526.234000,23286.461000,23413.674000,23413.674000,0
2025-12-03,NDXCOMP,23315.580000,23499.926000,23271.832000,23454.092000,23454.092000,0
2025-12-04,NDXCOMP,23527.296000,23528.527000,23372.333000,23505.136000,23505.136000,0
2025-12-05,NDXCOMP,23567.770000,23680.030000,23506.001000,23578.128000,23578.128000,0
2025-12-08,NDXCOMP,23638.217000,23698.930000,23455.046000,23545.904000,23545.904000,0
2025-12-09,NDXCOMP,23504.614000,23616.455000,23449.730000,23576.486000,23576.486000,0
2025-12-10,NDXCOMP,23536.001000,23704.077000,23435.174000,23654.155000,23654.155000,0
2025-12-11,NDXCOMP,23509.218000,23606.702000,23308.952000,23593.855000,23593.855000,0
2025-12-12,NDXCOMP,23488.871000,23554.888000,23094.507000,23195.169000,23195.169000,0
2025-12-15,NDXCOMP,23330.039000,23345.563000,23011.998000,23057.413000,23057.413000,0
2025-12-16,NDXCOMP,22981.819000,23162.597000,22920.660000,23111.462000,23111.462000,0
2025-12-17,NDXCOMP,23135.609000,23159.196000,22692.003000,22693.323000,22693.323000,0
2025-12-18,NDXCOMP,23012.063000,23149.612000,22906.233000,23006.361000,23006.361000,0
2025-12-19,NDXCOMP,23121.899000,23307.906000,23106.194000,23307.620000,23307.620000,0
2025-12-22,NDXCOMP,23450.531000,23476.504000,23362.926000,23428.829000,23428.829000,0
2025-12-23,NDXCOMP,23407.695000,23563.462000,23377.486000,23561.844000,23561.844000,0
2025-12-24,NDXCOMP,23555.948000,23621.717000,23527.972000,23613.307000,23613.307000,0
2025-12-26,NDXCOMP,23645.908000,23665.150000,23567.855000,23593.097000,23593.097000,0
2025-12-29,NDXCOMP,23414.679000,23531.021000,23397.521000,23474.349000,23474.349000,0
2025-12-30,NDXCOMP,23465.667000,23521.050000,23414.831000,23419.080000,23419.080000,0
2025-12-31,NDXCOMP,23420.853000,23445.264000,23237.783000,23241.991000,23241.991000,0
2026-01-02,NDXCOMP,23481.493000,23585.959000,23119.494000,23235.629000,23235.629000,0
2026-01-05,NDXCOMP,23449.669000,23476.509000,23332.227000,23395.822000,23395.822000,0
2026-01-06,NDXCOMP,23446.959000,23559.154000,23389.573000,23547.173000,23547.173000,0
2026-01-07,NDXCOMP,23544.894000,23723.365000,23504.215000,23584.275000,23584.275000,0
2026-01-08,NDXCOMP,23548.884000,23558.168000,23353.461000,23480.016000,23480.016000,0
2026-01-09,NDXCOMP,23496.211000,23721.154000,23426.478000,23671.346000,23671.346000,0
2026-01-12,NDXCOMP,23576.877000,23775.326000,23562.968000,23733.904000,23733.904000,0
2026-01-13,NDXCOMP,23735.122000,23813.298000,23607.591000,23709.873000,23709.873000,0
2026-01-14,NDXCOMP,23563.916000,23590.195000,23306.661000,23471.749000,23471.749000,0
2026-01-15,NDXCOMP,23693.969000,23721.107000,23502.175000,23530.022000,23530.022000,0
2026-01-16,NDXCOMP,23639.687000,23664.259000,23446.813000,23515.388000,23515.388000,0
2026-01-20,NDXCOMP,23142.687000,23236.052000,22916.833000,22954.322000,22954.322000,0
2026-01-21,NDXCOMP,23017.677000,23383.244000,22927.880000,23224.825000,23224.825000,0
2026-01-22,NDXCOMP,23440.712000,23503.158000,23335.148000,23436.020000,23436.020000,0
2026-01-23,NDXCOMP,23440.917000,23610.743000,23374.260000,23501.244000,23501.244000,0
2026-01-26,NDXCOMP,23529.276000,23688.939000,23486.079000,23601.357000,23601.357000,0
2026-01-27,NDXCOMP,23734.750000,23865.259000,23694.378000,23817.098000,23817.098000,0
2026-01-28,NDXCOMP,23965.108000,23988.265000,23775.488000,23857.447000,23857.447000,0
2026-01-29,NDXCOMP,23830.921000,23840.549000,23232.776000,23685.120000,23685.120000,0
2026-01-30,NDXCOMP,23578.957000,23662.248000,23351.549000,23461.816000,23461.816000,0
2026-02-02,NDXCOMP,23370.545000,23686.828000,23356.404000,23592.107000,23592.107000,0
2026-02-03,NDXCOMP,23667.443000,23691.601000,23027.215000,23255.185000,23255.185000,0
2026-02-04,NDXCOMP,23217.020000,23270.070000,22684.514000,22904.579000,22904.579000,0
2026-02-05,NDXCOMP,22604.016000,22841.278000,22461.138000,22540.586000,22540.586000,0
2026-02-06,NDXCOMP,22625.300000,23088.455000,22586.402000,23031.213000,23031.213000,0
2026-02-09,NDXCOMP,22952.242000,23314.670000,22878.369000,23238.670000,23238.670000,0
2026-02-10,NDXCOMP,23271.224000,23310.730000,23089.101000,23102.474000,23102.474000,0
2026-02-11,NDXCOMP,23278.291000,23320.621000,22902.008000,23066.467000,23066.467000,0
2026-02-12,NDXCOMP,23142.874000,23161.599000,22548.015000,22597.148000,22597.148000,0
2026-02-13,NDXCOMP,22561.456000,22742.056000,22402.383000,22546.671000,22546.671000,0
2026-02-17,NDXCOMP,22394.756000,22690.827000,22256.760000,22578.384000,22578.384000,0
2026-02-18,NDXCOMP,22629.852000,22895.955000,22597.766000,22753.635000,22753.635000,0
2026-02-19,NDXCOMP,22639.875000,22768.828000,22583.608000,22682.729000,22682.729000,0
2026-02-20,NDXCOMP,22542.275000,22948.870000,22539.051000,22886.069000,22886.069000,0
2026-02-23,NDXCOMP,22840.972000,22893.221000,22547.124000,22627.273000,22627.273000,0
