as_of_date,open_interest,nc_long,nc_short
1991-04-30,108217,4300,25710
1991-05-15,99903,6949,17450
1991-05-31,91485,8125,17440
1991-06-14,91953,19823,11956
1991-06-28,87349,18540,9247
1991-07-15,95164,19663,9095
1991-07-31,87490,12649,15454
1991-08-15,101756,12421,27321
1991-08-30,107993,7227,31854
1991-09-16,107449,7736,29869
1991-09-30,97904,9403,20755
1991-10-15,92152,11464,9834
1991-10-31,100311,13595,10032
1991-11-15,103034,10191,13131
1991-11-29,115496,32242,4002
1991-12-13,103659,16792,6313
1991-12-31,114144,9018,13620
1992-01-15,104052,11190,15685
1992-01-31,102940,13351,12438
1992-02-14,100473,13917,13429
1992-02-28,102931,12912,19139
1992-03-13,113645,11724,26279
1992-03-31,103658,10876,23488
1992-04-15,109312,4260,29372
1992-04-30,113724,9025,27004
1992-05-15,109747,10494,18809
1992-05-29,102788,6295,22164
1992-06-15,103229,16252,9864
1992-06-30,91162,13062,9401
1992-07-15,111763,29782,5632
1992-07-31,112384,32345,6932
1992-08-14,102784,6668,19887
1992-08-31,99349,6194,19845
1992-09-15,100717,5167,13592
1992-09-30,99191,6206,8706
1992-10-06,101946,6573,8550
1992-10-13,101717,5552,10250
1992-10-20,99420,3774,12210
1992-10-27,108776,3248,18553
1992-11-03,106734,3350,20778
1992-11-10,116747,5307,27347
1992-11-17,112935,4157,25377
1992-11-24,108774,3396,23825
1992-12-01,98384,2612,24775
1992-12-08,96886,3555,22253
1992-12-15,99913,3231,22110
1992-12-22,103836,6638,21541
1992-12-29,107682,5600,24445
1993-01-05,113329,5051,26772
1993-01-12,113657,3937,31804
1993-01-19,115828,3271,31316
1993-01-26,109548,3778,25046
1993-02-02,104396,4374,22919
1993-02-09,113003,4978,23564
1993-02-16,111624,6559,17211
1993-02-23,108001,6419,15221
1993-03-02,109864,5831,19213
1993-03-09,118364,5010,29273
1993-03-16,118169,10013,25153
1993-03-23,112481,16471,14010
1993-03-30,127614,32032,9314
1993-04-06,134202,44080,3972
1993-04-13,134188,44184,3174
1993-04-20,137431,43522,7029
1993-04-27,156996,57655,7490
1993-05-04,164403,65914,9316
1993-05-11,167088,65778,11210
1993-05-18,178417,73031,5758
1993-05-25,174530,61808,8643
1993-06-01,175145,61163,10146
1993-06-08,171089,56205,9226
1993-06-15,164461,49164,10595
1993-06-22,167368,54439,11130
1993-06-29,174697,60965,12036
1993-07-06,199471,73775,17138
1993-07-13,204057,76537,13336
1993-07-20,204642,74337,9855
1993-07-27,197704,69330,10481
1993-08-03,206869,82076,12479
1993-08-10,176847,55725,13359
1993-08-17,172814,41868,12872
1993-08-24,172556,44404,11738
1993-08-31,175913,48894,12805
1993-09-07,179032,45493,18741
1993-09-14,171512,38360,17840
1993-09-21,159931,32735,16165
1993-09-28,154198,31272,15137
1993-10-05,151216,29815,16588
1993-10-12,151204,36607,10716
1993-10-19,149633,37249,9111
1993-10-26,154785,41405,10361
1993-11-02,146843,37080,11946
1993-11-09,154670,44920,13504
1993-11-16,151618,41735,6983
1993-11-23,154281,42924,7011
1993-11-30,147175,35713,11162
1993-12-07,142524,40747,8594
1993-12-14,156428,52864,7980
1993-12-21,159335,53916,8322
1993-12-28,159847,54009,8224
1994-01-04,170497,59294,9532
1994-01-11,157271,50144,8811
1994-01-18,159083,51621,6893
1994-01-25,147945,38287,9784
1994-02-01,134302,35258,14480
1994-02-08,136106,34704,14233
1994-02-15,140211,34398,13788
1994-02-22,139965,30012,17832
1994-03-01,148260,33205,25729
1994-03-08,146116,28210,27146
1994-03-15,142387,35954,15216
1994-03-22,147001,37614,15374
1994-03-29,147441,39949,16234
1994-04-05,138683,35281,17876
1994-04-12,140190,30231,27193
1994-04-19,150065,25666,42487
1994-04-26,149682,21360,48075
1994-05-03,150507,23855,49230
1994-05-10,142039,25958,34299
1994-05-17,144784,30099,32281
1994-05-24,154408,37509,29218
1994-05-31,148143,45219,23705
1994-06-07,136615,31353,25920
1994-06-14,138822,33843,23618
1994-06-21,161383,55391,21845
1994-06-28,148851,39328,23394
1994-07-05,146005,36631,23603
1994-07-12,145019,32962,23307
1994-07-19,153041,33006,22995
1994-07-26,149109,34041,22650
1994-08-02,145660,33034,37935
1994-08-09,155058,32524,46074
1994-08-16,160298,27649,45377
1994-08-23,156684,30405,38306
1994-08-30,156676,38628,23584
1994-09-06,157364,40107,21267
1994-09-13,159123,42907,11099
1994-09-20,174646,58124,11079
1994-09-27,184697,66886,8688
1994-10-04,188054,66676,9236
1994-10-11,164252,38255,10971
1994-10-18,156161,32979,15993
1994-10-25,157554,35388,13717
1994-11-01,163943,30039,37703
1994-11-08,166608,30702,41118
1994-11-15,166090,26522,41122
1994-11-22,170691,23152,37251
1994-11-29,172690,19279,39679
1994-12-06,180619,14632,59710
1994-12-13,179346,14093,60972
1994-12-20,175686,14095,54202
1994-12-27,179759,13482,53710
1995-01-03,178399,13004,47070
1995-01-10,196271,14517,64096
1995-01-17,188429,15750,53584
1995-01-24,175858,16319,38233
1995-01-31,171777,14708,45288
1995-02-07,172009,15943,47046
1995-02-14,171401,15637,44891
1995-02-21,169377,15597,39363
1995-02-28,174285,14603,43836
1995-03-07,168151,15813,25347
1995-03-14,167938,19918,12967
1995-03-21,168138,15352,11719
1995-03-28,162245,12659,11818
1995-04-04,187495,39871,6180
1995-04-11,191233,43265,6820
1995-04-18,198168,44945,6259
1995-04-25,196084,42702,6829
1995-05-02,177178,25653,6962
1995-05-09,170206,12615,13750
1995-05-16,173860,13179,19220
1995-05-23,181812,11361,21878
1995-05-30,159456,11716,17770
1995-06-06,170887,13907,18187
1995-06-13,164848,17242,12814
1995-06-20,183209,33046,6879
1995-06-27,177052,29025,7584
1995-07-03,175928,18389,21962
1995-07-11,184850,14673,26780
1995-07-18,171900,20360,12480
1995-07-25,168448,16627,14624
1995-08-01,170099,13084,40233
1995-08-08,177811,15272,46262
1995-08-15,173296,14838,32053
1995-08-22,175852,12195,45313
1995-08-29,177422,11333,47660
1995-09-05,183988,12639,53989
1995-09-12,186741,15444,44478
1995-09-19,188070,16915,38672
1995-09-26,184643,14513,41360
1995-10-03,180193,13167,44756
1995-10-10,180595,15392,40580
1995-10-17,181415,13493,41915
1995-10-24,191143,13266,54685
1995-10-31,192942,14314,52940
1995-11-07,187463,15493,41697
1995-11-14,172130,23423,15186
1995-11-21,155570,17247,14347
1995-11-28,150937,14863,17285
1995-12-05,139049,15236,15528
1995-12-12,144601,24462,13377
1995-12-19,142709,16148,13121
1995-12-26,141213,15493,13233
1996-01-02,148656,22223,11829
1996-01-09,196205,56064,6413
1996-01-16,213033,64825,6689
1996-01-23,226823,72631,3289
1996-01-30,223800,73978,6284
1996-02-06,235728,72958,9113
1996-02-13,224779,55477,6884
1996-02-20,221187,49123,8013
1996-02-27,220205,44106,5830
1996-03-05,206708,32146,9856
1996-03-12,208236,34232,9423
1996-03-19,197708,29171,12107
1996-03-26,201147,39469,7768
1996-04-02,189385,36397,11592
1996-04-09,202031,42220,12257
1996-04-16,201839,24271,17681
1996-04-23,203351,24144,23597
1996-04-30,206658,24448,25486
1996-05-07,201442,25875,21051
1996-05-14,205744,23187,28223
1996-05-21,205874,23277,34180
1996-05-28,202685,23843,31809
1996-06-04,183865,25230,37997
1996-06-11,189544,16825,53384
1996-06-18,192486,18772,50728
1996-06-25,194460,18980,49010
1996-07-02,196152,13499,52310
1996-07-09,197471,13856,49630
1996-07-16,187816,10183,42189
1996-07-23,176128,10760,38907
1996-07-30,169384,11780,35384
1996-08-06,158371,14155,17964
1996-08-13,160705,13969,17399
1996-08-20,157653,12948,19352
1996-08-27,160819,14313,16841
1996-09-03,162775,10839,27442
1996-09-10,186183,10988,58020
1996-09-17,191988,11628,63874
1996-09-24,189340,9958,65772
1996-10-01,197398,10856,69120
1996-10-08,193843,12001,66246
1996-10-15,196753,14657,65430
1996-10-22,187813,12240,48255
1996-10-29,187475,10169,54543
1996-11-05,193964,10481,64187
1996-11-12,189454,13614,53794
1996-11-19,175954,10143,50202
1996-11-26,191221,10662,65255
1996-12-03,188166,11865,65840
1996-12-10,185516,13689,51181
1996-12-17,185415,12219,49246
1996-12-24,186187,11874,49415
1996-12-31,189805,11848,53773
1997-01-07,201412,11368,59524
1997-01-14,204117,7643,60612
1997-01-21,205471,7815,58085
1997-01-28,189160,10226,49182
1997-02-04,191347,7438,55221
1997-02-11,195275,8403,55053
1997-02-18,194794,14150,48011
1997-02-25,184459,14009,35250
1997-03-04,174030,21214,18641
1997-03-11,170832,15219,16432
1997-03-18,172691,12800,23671
1997-03-25,163639,16865,23580
1997-04-01,152107,10496,19958
1997-04-08,148359,10019,18882
1997-04-15,159410,8895,37248
1997-04-22,162911,9131,46631
1997-04-29,163585,8071,48003
1997-05-06,168134,8661,48910
1997-05-13,162528,14204,31887
1997-05-20,159466,10213,40450
1997-05-27,158811,10253,39801
1997-06-03,150801,8479,39277
1997-06-10,160675,7903,44095
1997-06-17,164407,8277,45856
1997-06-24,185491,9490,64083
1997-07-01,196108,5230,72241
1997-07-08,217966,6339,78779
1997-07-15,217370,7397,81985
1997-07-22,204631,10794,72280
1997-07-29,194719,11544,68170
1997-08-05,197799,6513,77419
1997-08-12,196685,14018,63722
1997-08-19,201656,7183,63592
1997-08-26,196870,7589,59131
1997-09-02,195898,6674,66468
1997-09-09,202432,6595,66009
1997-09-16,205520,4357,66787
1997-09-23,201439,4678,67575
1997-09-30,182284,22302,42134
1997-10-07,182549,41536,38086
1997-10-14,176930,30291,38030
1997-10-21,175223,13909,43706
1997-10-28,217825,7117,71623
1997-11-04,217937,8017,71591
1997-11-11,214765,8834,68744
1997-11-18,214353,13705,64354
1997-11-25,192531,9687,69449
1997-12-02,194540,10682,71170
1997-12-09,197049,10623,73243
1997-12-16,187364,9866,68635
1997-12-23,183073,10200,61984
1997-12-30,177704,9580,60624
1998-01-06,189409,9714,68298
1998-01-13,191691,9852,68380
1998-01-20,181245,10105,61779
1998-01-27,162174,12390,36522
1998-02-03,164191,14549,38547
1998-02-10,169296,15393,36662
1998-02-17,172572,14602,38649
1998-02-24,178732,13023,46469
1998-03-03,181113,15161,43053
1998-03-10,184128,13496,48149
1998-03-17,200258,7047,58345
1998-03-24,172915,6820,48971
1998-03-31,161065,14151,35778
1998-04-07,180125,35912,30665
1998-04-14,182619,39334,31138
1998-04-21,184930,41712,29121
1998-04-28,183719,41569,23684
1998-05-05,173676,33098,27867
1998-05-12,156329,12860,31575
1998-05-19,154467,12490,29737
1998-05-26,149778,11717,33923
1998-06-02,171275,7556,60612
1998-06-09,171755,7000,58174
1998-06-16,182514,5082,65909
1998-06-23,167070,5441,42956
1998-06-30,164716,5022,40939
1998-07-07,167652,8467,42482
