,port_ret
2021-10-20,0.0009158686077379869
2021-10-21,0.018731486419666207
2021-10-22,-0.011199350355085246
2021-10-25,0.013338789740776425
2021-10-26,-0.0008754994555589594
2021-10-27,-0.02833076910564665
2021-10-28,0.0160146466148257
2021-10-29,0.009509488221061223
2021-11-01,0.010838467175873265
2021-11-02,0.010266622704895988
2021-11-03,0.009153444553774662
2021-11-04,0.01332724364262378
2021-11-05,0.007294434088569065
2021-11-08,-0.0017148562448889158
2021-11-09,0.003048043677785178
2021-11-10,-0.025771352444867515
2021-11-11,0.00601241935363519
2021-11-12,0.023069769666510566
2021-11-15,-0.011681931433155084
2021-11-16,0.006830389082056913
2021-11-17,-0.011566058233454543
2021-11-18,-0.012293408293995469
2021-11-19,-0.010905741080545607
2021-11-22,-0.028295506714103854
2021-11-23,-0.007582067316141164
2021-11-24,0.008156690248840592
2021-11-26,-0.039911778969759296
2021-11-29,0.025904954181311904
2021-11-30,-0.04527046304382154
2021-12-01,-0.04168257647946608
2021-12-02,0.03019594688791982
2021-12-03,-0.029395607587125724
2021-12-06,0.014406934507413817
2021-12-07,0.05565660880416866
2021-12-08,0.008549460013844502
2021-12-09,-0.028737328474331376
2021-12-10,0.01151561213268281
2021-12-13,-0.023463522995056108
2021-12-14,-0.013505055400926336
2021-12-15,0.03424404550644704
2021-12-16,-0.030876542512931135
2021-12-17,-0.0017214351420969745
2021-12-20,-0.020564134625189745
2021-12-21,0.04481052029137293
2021-12-22,0.01624019703068858
2021-12-23,0.01710616161880596
2021-12-27,0.015562154401769005
2021-12-28,-0.010016398047966798
2021-12-29,0.002511682987812802
2021-12-30,0.0025182843921952424
2021-12-31,-0.008708261960415653
2022-01-03,-0.004769251669597237
2022-01-04,-0.0260618920078189
2022-01-05,-0.057029447838555805
2022-01-06,0.004777762896979512
2022-01-07,-0.021014416058535934
2022-01-10,-0.005849720435469826
2022-01-11,0.03440879876732557
2022-01-12,0.004613499413456373
2022-01-13,-0.048655436031822846
2022-01-14,0.0025393377291014793
2022-01-18,-0.05248175758922541
2022-01-19,-0.010617166861997675
2022-01-20,-0.01442540358975937
2022-01-21,-0.05445103528459165
2022-01-24,0.010269646991162455
2022-01-25,-0.05759629118400267
2022-01-26,-0.019015500590634504
2022-01-27,-0.021743389738901858
2022-01-28,0.050962898630717735
2022-01-31,0.07349559127522431
2022-02-01,0.017226374043722084
2022-02-02,-0.023800912034345
2022-02-03,-0.07115902784149569
2022-02-04,0.029180203700087014
2022-02-07,-0.00877297136907802
2022-02-08,0.02800960539032045
2022-02-09,0.048355646894080145
2022-02-10,-0.04511193106357487
2022-02-11,-0.05410053643926152
2022-02-14,-0.007103480927881237
2022-02-15,0.04869912301675944
2022-02-16,-0.0003201714371872512
2022-02-17,-0.05768145021178454
2022-02-18,-0.02889824920823583
2022-02-22,-0.02638648517701402
2022-02-23,-0.0450293143167851
2022-02-24,0.08543252167986183
2022-02-25,0.030998382639605186
2022-02-28,0.011959894820723956
2022-03-01,-0.026094586627096676
2022-03-02,0.0369101384883182
2022-03-03,-0.03314701991342612
2022-03-04,-0.03275346172707738
2022-03-07,-0.08258689260164259
2022-03-08,-0.011385907538520326
2022-03-09,0.07599533954846066
2022-03-10,-0.020995537009749772
2022-03-11,-0.04673497034871601
2022-03-14,-0.04601662607716402
2022-03-15,0.05662416789751589
2022-03-16,0.08407182122138962
2022-03-17,0.038899400837711116
2022-03-18,0.05086370713776282
2022-03-21,-0.019873363861347106
2022-03-22,0.03843518908048515
2022-03-23,-0.024144713845142416
2022-03-24,0.0431283417582496
2022-03-25,-0.014011850621129548
2022-03-28,0.02928708491504324
2022-03-29,0.04366846611067999
2022-03-30,-0.02795838667354033
2022-03-31,-0.025385101602670178
2022-04-01,0.0020852509994023043
2022-04-04,0.037353291915109915
2022-04-05,-0.05168509690701946
2022-04-06,-0.0434703676224012
2022-04-07,0.005660848245638925
2022-04-08,-0.025827384141879392
2022-04-11,-0.03767976708103355
2022-04-12,-0.009216472591128282
2022-04-13,0.04858944833780569
2022-04-14,-0.04335900245758992
2022-04-18,-0.009411376292020244
2022-04-19,0.04915369933055591
2022-04-20,-0.02655242318732999
2022-04-21,-0.06131967404844189
2022-04-22,-0.05101980123125059
2022-04-25,0.024992336870322016
2022-04-26,-0.08036904133613887
2022-04-27,-0.009089796704310881
2022-04-28,0.057638845911129194
2022-04-29,-0.07772814404577257
2022-05-02,0.03103954075196458
2022-05-03,0.0019878020153552604
2022-05-04,0.056572727267372044
2022-05-05,-0.11321013326324367
2022-05-06,-0.046858500354877174
2022-05-09,-0.13605194607911716
2022-05-10,0.025817145813697005
2022-05-11,-0.06986676464630516
2022-05-12,0.03471544026005346
2022-05-13,0.11034785227342389
2022-05-16,-0.04729482313901501
2022-05-17,0.05478620129967584
2022-05-18,-0.10081146884382836
2022-05-19,0.03198048757696964
2022-05-20,-0.004964973289481492
2022-05-23,0.021215575689492915
2022-05-24,-0.05974698170067891
2022-05-25,0.04149841395519742
2022-05-26,0.05425809800875418
2022-05-27,0.06934191839769552
2022-05-31,-0.014744822760035917
2022-06-01,-0.025201302634238858
2022-06-02,0.06649601734643604
2022-06-03,-0.048325830429316
2022-06-06,0.013974111811083796
2022-06-07,0.027539841426865976
2022-06-08,-0.008643795819006789
2022-06-09,-0.07073176476907714
2022-06-10,-0.07187764026059493
2022-06-13,-0.11782108778464465
2022-06-14,0.004093152457900328
2022-06-15,0.050177221252325516
2022-06-16,-0.09193884836120869
2022-06-17,0.035646127728966234
2022-06-21,0.04764164279386319
2022-06-22,-0.004822322417797258
2022-06-23,0.03810988941377254
2022-06-24,0.07233245644488306
2022-06-27,-0.0217476454082605
2022-06-28,-0.061785697528758614
2022-06-29,-0.012332835612526023
2022-06-30,-0.03054769619113714
2022-07-01,0.018796658811325757
2022-07-05,0.03214208752418134
2022-07-06,-0.004313588911318443
2022-07-07,0.050670885513640046
2022-07-08,-0.00026751299772640347
2022-07-11,-0.04926543488268892
2022-07-12,-0.018680383271115503
2022-07-13,-0.0014319482830214185
2022-07-14,-0.010941017744949875
2022-07-15,0.04162509998586705
2022-07-18,-0.007068342182487928
2022-07-19,0.06504304378615575
2022-07-20,0.039524963690576564
2022-07-21,0.02071698629841819
2022-07-22,-0.038860338119757726
2022-07-25,-0.005129008133496833
2022-07-26,-0.04741607530370339
2022-07-27,0.07344343747440706
2022-07-28,0.033332101850182996
2022-07-29,0.022175678104159997
2022-08-01,-0.0025418061077900306
2022-08-02,0.006876482034700915
2022-08-03,0.06755550500664041
2022-08-04,0.005384842935873779
2022-08-05,-0.007642920983053402
2022-08-08,0.00288159386097907
2022-08-09,-0.04303014082102
2022-08-10,0.06446740546074259
2022-08-11,-0.008302013496998347
2022-08-12,0.04942416671352999
2022-08-15,0.00554503547633033
2022-08-16,-0.009200519833615996
2022-08-17,-0.04692340670315635
2022-08-18,-0.000654518654904778
2022-08-19,-0.05119413075170875
2022-08-22,-0.05167488643624754
2022-08-23,-0.0008433775353905637
2022-08-24,0.012386914575047592
2022-08-25,0.04103788989115548
2022-08-26,-0.07990422256856332
2022-08-29,-0.022034706921422904
2022-08-30,-0.02027087486088526
2022-08-31,-0.0054816887012441515
2022-09-01,-0.010978450695444314
2022-09-02,-0.024194478771239824
2022-09-06,-0.015191812273477767
2022-09-07,0.048810070662026056
2022-09-08,0.03189303436192691
2022-09-09,0.05193464537577899
2022-09-12,0.017965220933383548
2022-09-13,-0.10460327690272106
2022-09-14,0.01642449249957835
2022-09-15,-0.02907659738377791
2022-09-16,-0.02729561323924564
2022-09-19,0.013617956498596678
2022-09-20,-0.03210546573566767
2022-09-21,-0.033398660750834794
2022-09-22,-0.050519408466966356
2022-09-23,-0.030372157614588183
2022-09-26,-0.017732411111324523
2022-09-27,0.012388060263794366
2022-09-28,0.05208965594981
2022-09-29,-0.05495993376903498
2022-09-30,-0.020434909381452336
2022-10-03,0.05565919413672903
2022-10-04,0.07743677423707868
2022-10-05,0.0007960413255754522
2022-10-06,-0.01392676643991413
2022-10-07,-0.08453901279449542
2022-10-10,-0.034832927548404904
2022-10-11,-0.03455770641120906
2022-10-12,-0.007190062383458323
2022-10-13,0.03533032218341282
2022-10-14,-0.06815592617849905
2022-10-17,0.06930151466137317
2022-10-18,0.024253211107618446
2022-10-19,-0.022966890367214884
2022-10-20,0.002409111535513674
2022-10-21,0.047396496626443324
2022-10-24,-0.0017728379800492555
2022-10-25,0.0710210789840637
2022-10-26,-0.011733995778477002
2022-10-27,-0.003150082859490537
2022-10-28,0.039676539045390244
2022-10-31,-0.020585152533459106
2022-11-01,-0.006715547661671648
2022-11-02,-0.06387311214087699
2022-11-03,-0.026492554854767432
2022-11-04,0.03203009697712072
2022-11-07,0.01714506182395424
2022-11-08,0.014314971050556756
2022-11-09,-0.060614454590322484
2022-11-10,0.14731224360033007
2022-11-11,0.0484174320171391
2022-11-14,-0.02635261351250545
2022-11-15,0.042875614533443976
2022-11-16,-0.04972945808752672
2022-11-17,-0.013930912641050001
2022-11-18,-0.007336474434709624
2022-11-21,-0.030060516957709536
2022-11-22,0.024398661810889823
2022-11-23,0.024809291336168972
2022-11-25,-0.006846157625105844
2022-11-28,-0.03194546249862196
2022-11-29,-0.012559798245322641
2022-11-30,0.08460729121912196
2022-12-01,0.011898859206793126
2022-12-02,-0.008264648882720433
2022-12-05,-0.04708228951980613
2022-12-06,-0.04984494805262214
2022-12-07,-0.0003737302555078398
2022-12-08,0.032841644039636866
2022-12-09,-0.01411173203096065
2022-12-12,0.025004097773608763
2022-12-13,0.020001071944324014
2022-12-14,-0.011429647755571386
2022-12-15,-0.0791991378094526
2022-12-16,-0.01628507428053927
2022-12-19,-0.030741991319924604
2022-12-20,0.0025444286239367088
2022-12-21,0.02442511856965527
2022-12-22,-0.0464761876005889
2022-12-23,0.0007727497667687211
2022-12-27,-0.026156454881532
2022-12-28,-0.02872633423551761
2022-12-29,0.05855108376086725
2022-12-30,-0.0002968203702296486
2023-01-03,-0.0019624604128229374
2023-01-04,0.0392864021101042
2023-01-05,-0.033031334757622724
2023-01-06,0.05015360203173895
2023-01-09,0.01573666909362613
2023-01-10,0.019408778120560105
2023-01-11,0.027580469501968942
2023-01-12,0.015327768525016106
2023-01-13,0.018570529029369225
2023-01-17,0.00706512753848112
2023-01-18,-0.031428918726616024
2023-01-19,-0.021523227479195363
2023-01-20,0.05639589985497503
2023-01-23,0.05743951856571007
2023-01-24,-0.01165801998810792
2023-01-25,0.010962548777163387
2023-01-26,0.0400265253001808
2023-01-27,0.012042433461646155
2023-01-30,-0.049048932466739775
2023-01-31,0.03523279050533481
2023-02-01,0.055622393279670695
2023-02-02,0.04224934436488349
2023-02-03,-0.04573044488783027
2023-02-06,-0.026087898632671618
2023-02-07,0.0326253286404044
2023-02-08,-0.03422400213534306
2023-02-09,-0.01626725193091683
2023-02-10,-0.010715755292161056
2023-02-13,0.025948216242531075
2023-02-14,0.015445909736726542
2023-02-15,0.024151909601190027
2023-02-16,-0.043036409291822425
2023-02-17,-0.020870174310166557
2023-02-21,-0.05453315722480945
2023-02-22,-0.00021711250043554195
2023-02-23,0.00904863040665798
2023-02-24,-0.03217172753685972
2023-02-27,0.005158928408804289
2023-02-28,-0.004738708464379311
2023-03-01,-0.012043372065001761
2023-03-02,0.023765416870701515
2023-03-03,0.03321686873633403
2023-03-06,-0.011171020784131801
2023-03-07,-0.021615624796724426
2023-03-08,0.006719379963740699
2023-03-09,-0.04527612094586179
2023-03-10,-0.03798097653002794
2023-03-13,0.009618845583003193
2023-03-14,0.03436419642735389
2023-03-15,-0.00860974259139838
2023-03-16,0.046879911717914564
2023-03-17,-0.013628337637875586
2023-03-20,0.013107238597631556
2023-03-21,0.032699411207813174
2023-03-22,-0.04194038510670906
2023-03-23,0.02999009486098707
2023-03-24,-0.0026591484439227532
2023-03-27,-0.004271184256741308
2023-03-28,-0.00597072362914173
2023-03-29,0.04262087920548341
2023-03-30,0.01536546662810804
2023-03-31,0.03645543247881293
2023-04-03,-0.003557076110726101
2023-04-04,-0.012785939621720508
2023-04-05,-0.02785212174873137
2023-04-06,0.0014481894509210205
2023-04-10,0.017902708419045364
2023-04-11,0.0009791018255416208
2023-04-12,-0.015572103455363131
2023-04-13,0.028275053514721246
2023-04-14,-0.005085636117602703
2023-04-17,0.006531919296001744
2023-04-18,0.0015066759394974309
2023-04-19,-0.005652453974507785
2023-04-20,-0.017146245851625004
2023-04-21,0.0034140868959619364
2023-04-24,-0.008589256156523777
2023-04-25,-0.041404364126607154
2023-04-26,0.00011756746183588795
2023-04-27,0.03379821063106546
2023-04-28,0.016208408739071065
2023-05-01,-0.0068769913585890905
2023-05-02,-0.022352336065826706
2023-05-03,-0.007910430582781151
2023-05-04,0.002856921392824638
2023-05-05,0.03348723786869806
2023-05-08,0.01535200946400685
2023-05-09,-0.001219892329454565
2023-05-10,0.008166335734039718
2023-05-11,-0.008690675084663084
2023-05-12,-0.00936074844326586
2023-05-15,0.027167327495425216
2023-05-16,-0.026108989538871034
2023-05-17,0.03141221820635397
2023-05-18,0.031225861297778996
2023-05-19,-0.009130125656968434
2023-05-22,0.01242623305955371
2023-05-23,-0.034763091952672596
2023-05-24,-0.010812399072784173
2023-05-25,0.006548490693238924
2023-05-26,0.05211174764121929
2023-05-30,-0.005690826411505005
2023-05-31,-0.012157384546367564
2023-06-01,0.02610959834077503
2023-06-02,0.015531736636792418
2023-06-05,-0.006851722605883797
2023-06-06,0.011876301873691316
2023-06-07,-0.01822464831130842
2023-06-08,0.023251354674935262
2023-06-09,0.0037018712212315364
2023-06-12,0.03465898491984743
2023-06-13,0.017463925494693326
2023-06-14,0.011305430480575307
2023-06-15,0.015363204383758586
2023-06-16,-0.0112390367528792
2023-06-20,-0.0162022492932856
2023-06-21,-0.02353065983064007
2023-06-22,0.006765850741253933
2023-06-23,-0.022569856514058104
2023-06-26,-0.008036782458296081
2023-06-27,0.046525196153106366
2023-06-28,0.0015024573814381667
2023-06-29,0.002288006496564977
2023-06-30,0.020626160278905625
2023-07-03,0.015030391669304265
2023-07-05,-0.00937191914123767
2023-07-06,-0.027523872422060044
2023-07-07,0.0007022520160953532
2023-07-10,0.03235201794091554
2023-07-11,0.022936656997951242
2023-07-12,0.01440908317457299
2023-07-13,0.030850745770443774
2023-07-14,-0.011710377025174652
2023-07-17,0.021108218017436734
2023-07-18,0.009442201299055583
2023-07-19,0.0016847121844007296
2023-07-20,-0.03252957801639394
2023-07-21,0.008919863723207638
2023-07-24,-0.004327961682131696
2023-07-25,0.017416687991083632
2023-07-26,-0.006772307620373258
2023-07-27,-0.008333144791751675
2023-07-28,0.03472266169256955
2023-07-31,0.007607329445120378
2023-08-01,-0.0059851067383343195
2023-08-02,-0.04902555961633282
2023-08-03,-0.002199913165987067
2023-08-04,-0.01870832191409891
2023-08-07,0.018800159678570363
2023-08-08,-0.019618783199290016
2023-08-09,-0.015709586580505242
2023-08-10,0.00892276790247359
2023-08-11,-0.011516003773209419
2023-08-14,0.01583025417447185
2023-08-15,-0.024136164450173702
2023-08-16,-0.020447428800565555
2023-08-17,-0.03000380833341814
2023-08-18,-0.0014067973494948042
2023-08-21,0.029062279773172422
2023-08-22,0.0018064150966652069
2023-08-23,0.030792664538734964
2023-08-24,-0.04162630773928002
2023-08-25,0.014819432266504413
2023-08-28,0.014298977581345474
2023-08-29,0.041049709624538036
2023-08-30,0.011631190321042298
2023-08-31,0.008563000866352212
2023-09-01,0.004164611630769309
2023-09-05,-0.005558157645014112
2023-09-06,-0.003684971490082457
2023-09-07,-0.016042374211331915
2023-09-08,0.0011626998200200069
2023-09-11,0.013423589872023873
2023-09-12,-0.017800231661165303
2023-09-13,0.0002966029308229404
2023-09-14,0.01291994286422983
2023-09-15,-0.03432576076706664
2023-09-18,-0.0010426164380503882
2023-09-19,-0.014300555562762492
2023-09-20,-0.01920506679332683
2023-09-21,-0.04029417796976757
2023-09-22,-0.0016393828405547608
2023-09-25,0.004691496296912289
2023-09-26,-0.02527318220907715
2023-09-27,0.011151332236093579
2023-09-28,0.015817569007934743
2023-09-29,0.003948881839429442
2023-10-02,-0.006335069692230589
2023-10-03,-0.0379005966038457
2023-10-04,0.017500827818075784
2023-10-05,-0.010066031724926807
2023-10-06,0.039003549581693324
2023-10-09,0.013617300526304494
2023-10-10,0.022880806534612642
2023-10-11,0.010421248786415808
2023-10-12,-0.017562569034655813
2023-10-13,-0.02013643293362792
2023-10-16,0.027809279409997174
2023-10-17,-0.0005830807446968333
2023-10-18,-0.02926507851919413
2023-10-19,-0.028553348547648502
2023-10-20,-0.026601408887393402
2023-10-23,0.0017406885512607044
2023-10-24,0.031015982918396835
2023-10-25,-0.0579340153172133
2023-10-26,-0.0234641902950682
2023-10-27,-0.00646732643223168
2023-10-30,0.01568832491046567
2023-10-31,0.015146072215323537
2023-11-01,0.016257978141319577
2023-11-02,0.03734615656891434
2023-11-03,0.03550511285438438
2023-11-06,-0.008880818372547044
2023-11-07,0.013071775604110585
2023-11-08,-0.0005135228789694613
2023-11-09,-0.01968484522835348
2023-11-10,0.04560797376069384
2023-11-13,-0.00483310241923989
2023-11-14,0.05273487898287493
2023-11-15,0.007934330141765325
2023-11-16,-0.0058422397358015975
2023-11-17,0.010546567476225736
2023-11-20,0.023832640311824905
2023-11-21,-0.012374064432861842
2023-11-22,0.010528509156256303
2023-11-24,0.0068535559589525
2023-11-27,-0.00785496613118294
2023-11-28,0.0012169397288924
2023-11-29,0.00309756046264669
2023-11-30,0.0026899677251627915
2023-12-01,0.026115449090962594
2023-12-04,-0.006226880983076544
2023-12-05,-0.012172296740249455
2023-12-06,-0.005651995857067422
2023-12-07,0.014749745482848983
2023-12-08,0.011632911334025985
2023-12-11,0.023904043294259103
2023-12-12,0.009231904188629316
2023-12-13,0.03523301459123948
2023-12-14,0.01441836218916887
2023-12-15,-0.006024769886974757
2023-12-18,0.0028798190994521614
2023-12-19,0.012498591270844281
2023-12-20,-0.03892166010405351
2023-12-21,0.02207603055202186
2023-12-22,0.01430800281700933
2023-12-26,0.013613631629350146
2023-12-27,0.00612632747266688
2023-12-28,0.0008908156281539752
2023-12-29,-0.014719314249079966
2024-01-02,-0.023833015181731778
2024-01-03,-0.030224462407737088
2024-01-04,0.0008950526118928458
2024-01-05,0.0011735172058427797
2024-01-08,0.035373313699689476
2024-01-09,-0.002336267087206452
2024-01-10,0.003046919612321908
2024-01-11,-0.006650220676517644
2024-01-12,-0.004018449967849265
2024-01-16,-0.008436275188218418
2024-01-17,-0.011810094055415277
2024-01-18,0.01981492512490428
2024-01-19,0.026574692432872665
2024-01-22,0.007446207656162625
2024-01-23,0.004626963669363079
2024-01-24,-0.011380939851560832
2024-01-25,0.008971955586939875
2024-01-26,0.0002854585337670443
2024-01-29,0.021034283107320154
2024-01-30,-0.019465344081243424
2024-01-31,-0.02880324642613858
2024-02-01,0.012264159329731617
2024-02-02,0.01618882148477909
2024-02-05,-0.004734862059826822
2024-02-06,0.0045063565127139585
2024-02-07,0.025579596027128615
2024-02-08,0.005755418221477007
2024-02-09,0.024847603682618125
2024-02-12,0.010042296883389682
2024-02-13,-0.042794632055783745
2024-02-14,0.032775148950464475
2024-02-15,0.014657775494048396
2024-02-16,-0.02115101971547006
2024-02-20,-0.019807273550063457
2024-02-21,-0.011756412107624237
2024-02-22,0.0478065821294053
2024-02-23,-0.0016837700179295023
2024-02-26,0.011566544958993938
2024-02-27,0.003202708898402
2024-02-28,-0.014000203822636956
2024-02-29,0.016802598417456252
2024-03-01,0.03107538122703824
2024-03-04,-0.0038269779696300382
2024-03-05,-0.03167611041758904
2024-03-06,0.022166327411786917
2024-03-07,0.020246825444720985
2024-03-08,-0.023761014083470762
2024-03-11,-0.009253604231212968
2024-03-12,0.01813459369806921
2024-03-13,-0.011469340766243279
2024-03-14,-0.01841462655338245
2024-03-15,-0.018556355188575055
2024-03-18,0.016937035074139482
2024-03-19,0.002278557247538788
2024-03-20,0.026848947149462163
2024-03-21,0.016611057798786473
2024-03-22,-0.00218015228041894
2024-03-25,-0.0009875188258291836
2024-03-26,-0.00023949875257065043
2024-03-27,0.004426488757003804
2024-03-28,-0.002696765128756571
2024-04-01,0.0053375615483839435
2024-04-02,-0.0205389529425251
2024-04-03,0.0044946254626419616
2024-04-04,-0.03389786802837523
2024-04-05,0.02285917094666509
2024-04-08,0.0042666987121115305
2024-04-09,0.008356892962822852
2024-04-10,-0.024185945661104487
2024-04-11,0.022664834512345466
2024-04-12,-0.04503852160278643
2024-04-15,-0.03164421028730947
2024-04-16,0.002083997165985737
2024-04-17,-0.02517614489433609
2024-04-18,-0.015080991533108294
2024-04-19,-0.03862025166193486
2024-04-22,0.024684208363664084
2024-04-23,0.036022625252163515
2024-04-24,0.003957010179197152
2024-04-25,-0.002718633791571984
2024-04-26,0.02480758696990687
2024-04-29,0.0020992279183618436
2024-04-30,-0.03210594575875919
2024-05-01,-0.013995764051553514
2024-05-02,0.023971928802961576
2024-05-03,0.025018399872073244
2024-05-06,0.020130577477377284
2024-05-07,-0.005419510809956181
2024-05-08,-0.005433322873499027
2024-05-09,0.009987506601948252
2024-05-10,0.002882905030160247
2024-05-13,0.006999917906534537
2024-05-14,0.009769938261320405
2024-05-15,0.019261432986017443
2024-05-16,-0.002628019379412843
2024-05-17,-0.004082865276104821
2024-05-20,0.015700304177047104
2024-05-21,-0.0027155931010557034
2024-05-22,-0.002850996875957268
2024-05-23,-0.021489990899448738
2024-05-24,0.02162889744473546
2024-05-28,-0.003032918730446341
2024-05-29,-0.019879300088927097
2024-05-30,-0.0119218388946461
2024-05-31,0.0018571445743025001
2024-06-03,-0.004531756954029557
2024-06-04,-0.00138188775323942
2024-06-05,0.030665293076473976
2024-06-06,-0.004749419103243012
2024-06-07,-0.0034039606210029723
2024-06-10,0.0173123703690561
2024-06-11,0.006355915997459388
2024-06-12,0.01845341414198158
2024-06-13,-0.012165667113677184
2024-06-14,-0.0032083272456004137
2024-06-17,0.015984776864269527
2024-06-18,0.006775767190478103
2024-06-20,-0.012333024508858217
2024-06-21,0.010337698306716913
2024-06-24,-0.006861474769833628
2024-06-25,0.012542060440970662
2024-06-26,-0.005401641161108961
2024-06-27,0.010981696975592287
2024-06-28,-0.0052882345572581625
2024-07-01,-0.009410837677303219
2024-07-02,0.017328383573632637
2024-07-03,0.004067290075042175
2024-07-05,0.01615523889559724
2024-07-08,0.002796909493178657
2024-07-09,-0.007734527716589351
2024-07-10,0.01603505152319737
2024-07-11,-0.016723257079425853
2024-07-12,0.021461578853985204
2024-07-15,0.0077317906377729045
2024-07-16,0.016938403025005745
2024-07-17,-0.05108848720067892
2024-07-18,-0.01966164765663249
2024-07-19,-0.012447079361236858
2024-07-22,0.01892401778202648
2024-07-23,-0.007323822705934291
2024-07-24,-0.05856606712831077
2024-07-25,-0.022040560799153737
2024-07-26,0.022403641639201374
2024-07-29,0.0002732031633683736
2024-07-30,-0.029915092023307645
2024-07-31,0.04889497346662866
2024-08-01,-0.06340948183099424
2024-08-02,-0.0629633052928629
2024-08-05,-0.04584485843498537
2024-08-06,0.025207207620664057
2024-08-07,-0.024202457087998456
2024-08-08,0.07235645586242204
2024-08-09,0.005045176877631954
2024-08-12,-0.007729426658641117
2024-08-13,0.036781883695170686
2024-08-14,-0.0008052642782691516
2024-08-15,0.05297875305932511
2024-08-16,0.007849019142837426
2024-08-19,0.02647341651868268
2024-08-20,-0.01160490670654889
2024-08-21,0.021638939060791118
2024-08-22,-0.029774657021224928
2024-08-23,0.023726418147813455
2024-08-26,-0.01616753208369036
2024-08-27,0.002494725082854057
2024-08-28,-0.021814699850952107
2024-08-29,0.01972382678643781
2024-08-30,0.016994762564930578
2024-09-03,-0.06228880456740246
2024-09-04,0.003903419800437452
2024-09-05,-0.010338318835746072
2024-09-06,-0.04308635805248012
2024-09-09,0.02925700427292046
2024-09-10,0.007959128511022123
2024-09-11,0.03755138887119876
2024-09-12,0.014492051706131881
2024-09-13,0.026061945136526626
2024-09-16,0.0049844310924523575
2024-09-17,0.009581852447338786
2024-09-18,-0.0070220885239042335
2024-09-19,0.04137579929409213
2024-09-20,0.0013816290281277025
2024-09-23,0.00696884547508354
2024-09-24,0.009103638108499018
2024-09-25,0.0011763866828670305
2024-09-26,0.022919020598263493
2024-09-27,0.00031932006695237794
2024-09-30,0.001037234561137489
2024-10-01,-0.021215119863051017
2024-10-02,0.008474747037485466
2024-10-03,-0.006276809033046071
2024-10-04,0.02539460862950105
2024-10-07,-0.019788559911238613
2024-10-08,0.016466781873744077
2024-10-09,0.016504379028870836
2024-10-10,-0.0016154917531744205
2024-10-11,0.019452010797509335
2024-10-14,0.01173237019884134
2024-10-15,-0.02148593940548792
2024-10-16,0.016179162594906496
2024-10-17,-0.005396430669450425
2024-10-18,0.006162261226716159
2024-10-21,-0.004323246443883591
2024-10-22,-0.0023562442889954204
2024-10-23,-0.03395158932805658
2024-10-24,0.007037090745648024
2024-10-25,0.020247848812353992
2024-10-28,0.02387968918616596
2024-10-29,0.0059520416974871045
2024-10-30,-0.024690152879349062
2024-10-31,-0.03027838522817894
2024-11-01,-0.0019024359140662407
2024-11-04,0.003262158028232366
2024-11-05,0.005731326694603298
2024-11-06,0.06659415086193446
2024-11-07,0.028292807525074216
2024-11-08,0.014604122008296427
2024-11-11,0.012562420083489775
2024-11-12,-0.02030750210949599
2024-11-13,-0.008441812591086784
2024-11-14,-0.021948192255703165
2024-11-15,-0.041811286859231286
2024-11-18,0.015299073354839727
2024-11-19,0.01895326855245824
